name,lat,lng,location,subcategory
Canapé,51.47117996,-0.3558390439,London,Sake Bar
Blackheath Standard,51.47740684,0.0201750953,London,Scenic Lookout
King Henry's Mound,51.44296097,-0.2944850922,London,Scenic Lookout
Tower Bridge Piazza,51.50369393,-0.0755739212,London,Scenic Lookout
Royal Arsenal Riverside,51.49435965,0.07050655557,London,Scenic Lookout
Tower of London Riverside Walk,51.50786101,-0.07862091064,London,Scenic Lookout
Richmond Hill,51.45288372,-0.2992486954,London,Scenic Lookout
the palace of dreams,51.53108321,-0.2026682217,London,Scenic Lookout
Rhizotron & Xstrata Treetop Walkway,51.47563303,-0.2977788448,London,Scenic Lookout
High Beach,51.62032547,0.01391532443,London,Scenic Lookout
Horsenden Hill,51.54599954,-0.3259515858,London,Scenic Lookout
Northala Fields,51.53966791,-0.372576325,London,Scenic Lookout
Burnt Oak Lane,51.440758,0.106176,London,Scenic Lookout
One Tree Hill,51.47985176,0.00100394056,London,Scenic Lookout
Meadway,51.44382177,-0.3516445782,London,Scenic Lookout
Boudicca's Mound,51.56301215,-0.1638507843,London,Scenic Lookout
Biggin Hill Valley,51.31843619,0.02652168274,London,Scenic Lookout
Sion Park,51.482506,-0.295461,London,Scenic Lookout
Watertower,51.50468231,-0.2167010307,London,Scenic Lookout
Centre Court Statue,51.42080755,-0.2057790756,London,Scenic Lookout
Rotherwood Road,51.468179,-0.22171,London,Scenic Lookout
White Lodge,51.44528806,-0.2659463882,London,Scenic Lookout
Henman Hill / Murray Mount,51.43540379,-0.2159714699,London,Scenic Lookout
Mount Pleasant Crescent,51.57151598,-0.1150386743,London,Scenic Lookout
Myrtle Avenue (spotting location),51.46374285,-0.42783916,London,Scenic Lookout
Carshalton Water Tower,51.36764931,-0.1675996921,London,Scenic Lookout
Castelnau,51.47560964,-0.2398967743,London,Scenic Lookout
The Horse Pond,51.57743639,-0.42743526,London,Scenic Lookout
Upper Richmond Road,51.46069301,-0.216448074,London,Scenic Lookout
Bream Close,51.5871638,-0.05565732834,London,Scenic Lookout
Bedfords Park Visitor Centre,51.60848531,0.1933954,London,Scenic Lookout
Observatory Road,51.46197544,-0.2716112137,London,Scenic Lookout
Chelverton Road,51.46280431,-0.2189970016,London,Scenic Lookout
Lower Richmond Road,51.4681247,-0.2233743668,London,Scenic Lookout
Point Pleasant,51.46245489,-0.2002006597,London,Scenic Lookout
Gipsy Hill Roundabout,51.42798697,-0.08618951786,London,Scenic Lookout
Tiger Tours,51.55667447,-0.2861878856,London,Scenic Lookout
Parkfields,51.43992055,-0.4158253584,London,Scenic Lookout
Old Ford Lock (Regent's Canal),51.53233876,-0.04536911887,London,Scenic Lookout
Wimbledon Hill,51.42283249,-0.2094649899,London,Scenic Lookout
Chislehurst,51.42225938,0.06002300785,London,Scenic Lookout
Bishops Park Ornamental Pond,51.47383995,-0.21919,London,Scenic Lookout
Stratford Grove,51.46392726,-0.2180957794,London,Scenic Lookout
Crosspoint Tree,51.395644,0.107008,London,Scenic Lookout
One Tree Hill,51.45055701,-0.05201339722,London,Scenic Lookout
Tibet Corner round-about,51.44642014,-0.2215569915,London,Scenic Lookout
Sean's Bench,51.563469,-0.178072,London,Scenic Lookout
Chiswick Eyot,51.48724227,-0.2456581593,London,Scenic Lookout
Putney Hill,51.45502743,-0.2190437407,London,Scenic Lookout
Wilberforce Oak,51.35078967,0.03731489182,London,Scenic Lookout
Isleworth Ait,51.46898019,-0.3204917908,London,Scenic Lookout
Glover's Island,51.44908605,-0.3072738647,London,Scenic Lookout
Myrtle Avenue,51.46263337,-0.426065596,London,Scenic Lookout
Perth Avenue,51.57412745,-0.255348875,London,Scenic Lookout
Virginia Quay Water Edge,51.50761367,-0.001193896044,London,Scenic Lookout
St Mary's Grove,51.46740783,-0.2379564249,London,Scenic Lookout
Palace heights,51.421875,-0.080732,London,Scenic Lookout
Picketts Lock,51.62607454,-0.03233120534,London,Scenic Lookout
North Dock Footbridge,51.50659223,-0.0225520134,London,Scenic Lookout
Chalker's Corner,51.46908712,-0.2768468857,London,Scenic Lookout
Gothard Road Dump,51.432763,-0.09341883368,London,Scenic Lookout
Terrazza Scimmia,51.54598419,-0.05421870164,London,Scenic Lookout
Walthamstow Nature Reserve Bird Hides,51.5638912,-0.03687761423,London,Scenic Lookout
The Animal Pound,51.628154,-0.116429,London,Scenic Lookout
Anne Boleyn's Well,51.36521646,-0.1632924206,London,Scenic Lookout
Friern Retail Park Nature Reserve,51.61030031,-0.1445481346,London,Scenic Lookout
Excel Marina,51.50465513,0.02277254179,London,Scenic Lookout
JimBaxa Spot,51.580122,-0.320649,London,Scenic Lookout
Nadal Knoll,51.435361,-0.215737,London,Scenic Lookout
Somerville Road,51.41545,-0.045571,London,Scenic Lookout
Viewing Wall,51.504921,0.178855,London,Scenic Lookout
Mon Coin A Plapin,51.434386,-0.22683,London,Scenic Lookout
Canonbie Road,51.446916,-0.05691,London,Scenic Lookout
Ingrebourne Hill Lookout Point,51.528256,0.198132,London,Scenic Lookout
North Circ Gasworks,51.61093141,-0.1359319958,London,Scenic Lookout
Sledging Hill,51.43755556,-0.2332459735,London,Scenic Lookout
Cotch Bench,51.5480587,-0.4376472384,London,Scenic Lookout
South Circular,51.44169685,-0.08519535617,London,Scenic Lookout
Victorian Waterpoint,51.53636463,-0.1284179849,London,Scenic Lookout
Beckton Alp,51.51978573,0.0596216169,London,Scenic Lookout
Italian Terraces,51.42324793,-0.07425129742,London,Scenic Lookout
Christchurch Road,51.46046044,-0.2712852925,London,Scenic Lookout
Jerningham Road,51.4665566,-0.04405454274,London,Scenic Lookout
Streatham Park,51.42824675,-0.1447820609,London,Scenic Lookout
Inverse Abyss,51.395711,0.107073,London,Scenic Lookout
Table On The Marsh,51.5741193,-0.05156730102,London,Scenic Lookout
Alba Gardens,51.579077,-0.2069543649,London,Scenic Lookout
Galleons Point Riverside,51.500779,0.070394,London,Scenic Lookout
Hero's Balcony,51.47465631,0.04524086981,London,Scenic Lookout
Oldfield Gates,51.43097882,-0.1463398509,London,Scenic Lookout
Talwin Street,51.52505103,-0.01141207578,London,Scenic Lookout
The Quadrant,51.46023247,-0.3039616403,London,Scenic Lookout
The Chim's Bench,51.57060411,-0.3396223551,London,Scenic Lookout
Parke sa Balur,51.50132155,-0.3676257989,London,Scenic Lookout
Savage's Garden,51.56072174,-0.2631989932,London,Scenic Lookout
Trinity Gardens,51.46140111,-0.1191009513,London,Scenic Lookout
back garden,51.33242288,-0.1093292734,London,Scenic Lookout
The Secret Garden,51.56898774,0.1952004433,London,Scenic Lookout
On the 46a Roof!,51.54223732,0.005455398521,London,Scenic Lookout
Nunhead Reservoir,51.460879,-0.053939,London,Scenic Lookout
The Castle,51.55087732,-0.2250206556,London,Scenic Lookout
Kingston Telephone Booths,51.41073835,-0.3007605464,London,Scenic Lookout
King John's Walk,51.44610297,0.04577713093,London,Scenic Lookout
Chinese Pagoda,51.53315444,-0.04795231379,London,Scenic Lookout
Da Garden,51.553928,-0.233091,London,Scenic Lookout
Prince Regent Balcony,51.51413,0.031865,London,Scenic Lookout
Balcon A La Maison,51.48523564,0.1022223719,London,Scenic Lookout
Surbiton Clock Tower,51.39443237,-0.3046509006,London,Scenic Lookout
Tylers and Bricklayers Sundial,51.49592,0.015675,London,Scenic Lookout
Casa De Pining Garcia,51.53136826,0.01079879981,London,Scenic Lookout
Manor road level crossing,51.4653767,-0.2879195922,London,Scenic Lookout
Gotfords Hill,51.579388,-0.271919,London,Scenic Lookout
T.C 1,51.496202,0.156686,London,Scenic Lookout
Walton Court,51.54284533,-0.1793982452,London,Scenic Lookout
High Street Mews,51.42491531,-0.2158856392,London,Scenic Lookout
Santas Grotto,51.53356,0.196361,London,Scenic Lookout
The bench on the hill,51.4212521,-0.07754904865,London,Scenic Lookout
The View from The Shard,51.50449532,-0.08661389351,London,Scenic Lookout
The Way,51.44570813,-0.2919949102,London,Scenic Lookout
Dan's Rooftop Terrace,51.472238,-0.020557,London,Scenic Lookout
The Roof,51.447776,-0.14856,London,Scenic Lookout
Thames Path Richmond,51.4693989,-0.3174711157,London,Scenic Lookout
T.C 1,51.46014,0.023694,London,Scenic Lookout
Carfax Tower,51.46814482,0.006012806346,London,Scenic Lookout
Homo Love Bench,51.441396,-0.255361,London,Scenic Lookout
St Paul's Lookout,51.461188,-0.052887,London,Scenic Lookout
Roof Terrace,51.545479,-0.195317,London,Scenic Lookout
Cuthraedsdune Viewpoint,51.306537,-0.136532,London,Scenic Lookout
Tommys Bench,51.572055,-0.010641,London,Scenic Lookout
Kup Sa,51.58359,-0.004168,London,Science Museum
Science Museum Gallery Of Flight,51.49712199,-0.1773798466,London,Science Museum
Astronomy Centre,51.47792271,-0.001072694467,London,Science Museum
Stratford eye,51.54639205,0.005181070456,London,Sculpture Garden
Jacob - The Circle Dray Horse,51.50157686,-0.07439374924,London,Sculpture Garden
Queen Victoria Memorial,51.52089316,0.004225153439,London,Sculpture Garden
The Russian Tank - Old Kent Rd,51.49291385,-0.08277833462,London,Sculpture Garden
George Grey Memorial,51.666386,-0.142035,London,Sculpture Garden
Crystal Palace Dinosaur Park,51.41752462,-0.06631469671,London,Sculpture Garden
Exchange Square,51.51979918,-0.08115291595,London,Sculpture Garden
Flowers,51.59357541,0.02536296844,London,Sculpture Garden
New Barnet War Memorial,51.6497741,-0.1757084845,London,Sculpture Garden
Two Piece Reclining Figure No. 5,51.57001609,-0.168557207,London,Sculpture Garden
Lam Post AC 712,51.54030117,-0.361335267,London,Sculpture Garden
Finchley United Services Club (CIU),51.59737,-0.178028,London,Sculpture Garden
Princess Caroline’s Bath,51.47304352,-0.0006008148193,London,Sculpture Garden
University Boat Race Stone (Mortlake),51.47165347,-0.2685749531,London,Sculpture Garden
Time Spiral,51.54646849,0.006287097931,London,Sculpture Garden
Easigrass,51.50888937,0.02357238716,London,Sculpture Garden
Green,51.457945,-0.188216,London,Sculpture Garden
The Courtyard,51.540933,0.002812097034,London,Sculpture Garden
The Bargemaster,51.49268841,-0.2897161245,London,Sculpture Garden
Winston Churchill Statue,51.60398516,0.01914024353,London,Sculpture Garden
Industrial Wasteland,51.505181,0.012961,London,Sculpture Garden
Spitfire Monument,51.54845674,-0.4168004518,London,Sculpture Garden
Great Outdoors,51.46507223,-0.2617744734,London,Sculpture Garden
Nelson's Ship in a Bottle,51.48040737,-0.005106925964,London,Sculpture Garden
Industri(us),51.51399858,0.009167477184,London,Sculpture Garden
RSPCA Statue,51.4500633,-0.3013856,London,Sculpture Garden
The Bobby Moore Statue,51.5303543,0.03802977594,London,Sculpture Garden
Assembly,51.495025,0.070794,London,Sculpture Garden
Nike the Greek goddess of victory,51.49322239,0.07085855174,London,Sculpture Garden
Whittington stone,51.56639862,-0.1366221011,London,Sculpture Garden
Chalkhill Park,51.56414715,-0.2765687464,London,Sculpture Garden
Kew Gardens - Tutti Frutti Boating Experience,51.47935165,-0.29109478,London,Sculpture Garden
Natural Tree Bench,51.599947,-0.047075,London,Sculpture Garden
Half Pipe,51.522611,-0.207224,London,Skate Park
Castle Green Skatepark,51.53277539,0.1218795776,London,Skate Park
Drawing Boards HQ,51.3954303,-0.07917881012,London,Skate Park
BaySixty6,51.52049931,-0.2046981261,London,Skate Park
Canning Town Bank,51.51529603,0.007140040398,London,Skate Park
Clapham Skate Park,51.46090188,-0.1435754835,London,Skate Park
Hainault skate park,51.60389187,0.1137256622,London,Skate Park
Dingles,51.602079,-0.390085,London,Skate Park
Mile End Skate Park,51.51758297,-0.03146047822,London,Skate Park
Cann Hall Skatepark,51.55780955,0.01579284668,London,Skate Park
Parkland Walk Half Pipe,51.57402915,-0.1214541494,London,Skate Park
Clissold wheels skatepark,51.56177533,-0.08474666551,London,Skate Park
Gurnell Skate Park,51.52912079,-0.3299316887,London,Skate Park
Victoria Park Skatepark,51.53806765,-0.03494243714,London,Skate Park
A10 Skate Park,51.62929187,-0.07905856762,London,Skate Park
Tottenham BMX Track,51.58212496,-0.0613653454,London,Skate Park
Meanwhile Gardens Skate Bowl,51.5225822,-0.2026666288,London,Skate Park
Harrow Skate Park,51.59426355,-0.3300145457,London,Skate Park
Seven Kings Skatepark,51.57215436,0.1022709261,London,Skate Park
Alexandra Palace Skate Park,51.595611,-0.130773,London,Skate Park
Lloyd Skatepark,51.59408951,-0.02105218172,London,Skate Park
Muswell Hill Skatepark,51.60201126,-0.1557363697,London,Skate Park
Burgess Park BMX Track,51.4825325,-0.0869833976,London,Skate Park
Stonebridge Skate Park,51.5461,-0.27108,London,Skate Park
Lee Valley Ice Centre,51.56335407,-0.04477039027,London,Skating Rink
Spart,51.537513,0.019658,London,Skating Rink
Planet Ice Brixton,51.4241156,-0.1744654727,London,Skating Rink
QPR Training Ground,51.4906181,-0.4420388991,London,Soccer Field
Powerleague (Colney Hatch),51.6058692,-0.1513594177,London,Soccer Field
Wealdstone FC,51.56953457,-0.4176735878,London,Soccer Field
Goals Soccer Centre,51.49580911,-0.4365026618,London,Soccer Field
Goals Ruislip,51.556791,-0.390706,London,Soccer Field
Hanwell Town FC,51.53248173,-0.3289890289,London,Soccer Field
Goals,51.37376283,-0.2244257927,London,Soccer Field
Goals Soccer Centre  Gillette Corner,51.48602842,-0.3314859357,London,Soccer Field
Enfield playing fields,51.65497214,-0.06397962428,London,Soccer Field
Swiss Cottage Football Pitch,51.54393806,-0.1705060611,London,Soccer Field
Old Parkonians F.C.,51.59720004,0.08927481573,London,Soccer Field
West Ham United FC Training Ground,51.53669957,0.0351691246,London,Soccer Field
Hillingdon Borough FC,51.58673713,-0.4416447484,London,Soccer Field
Battersea Park All Weather Pitches,51.47625115,-0.1596450806,London,Soccer Field
Watord FC youth academy,51.60596576,-0.472692416,London,Soccer Field
Imperial College Sports,51.42489037,-0.3275341451,London,Soccer Field
Orpington Rovers FC,51.38011649,0.1274572753,London,Soccer Field
AFC Hornchurch,51.55618195,0.2381372452,London,Soccer Field
Frenford,51.573016,0.058829,London,Soccer Field
Croygas Sports Club/ground.,51.35708749,-0.1297920942,London,Soccer Field
Wealdstone FC Youth,51.58427072,-0.3555711394,London,Soccer Field
Hayes AFC,51.54816778,-0.413976633,London,Soccer Field
Burlington Danes Academy,51.51823264,-0.230559411,London,Soccer Field
Eton Manor Rugby Club,51.57946769,0.03901597874,London,Soccer Field
Petts Wood FC Playing Field,51.361479,0.067328,London,Soccer Field
Frenford - Oakfield,51.596616,0.095117,London,Soccer Field
Kingstonian Fc,51.40572107,-0.2825418606,London,Soccer Field
Long Lane FC,51.46787393,0.0321603678,London,Soccer Field
Old Finchleians FC,51.618457,-0.190213,London,Soccer Field
The Hub Astro Pitches,51.39364469,-0.172890202,London,Soccer Field
Old Isleworthonians Sports Club,51.47617766,-0.3316098653,London,Soccer Field
King George V Playing Fields,51.6310807,-0.1817677996,London,Soccer Field
Harrow Rugby Club,51.62679221,-0.3194396952,London,Soccer Field
Matchday Centres @ Wadham Lodge Sports Ground,51.59812818,-0.009901734329,London,Soccer Field
Power League,51.35410344,-0.1059667918,London,Soccer Field
David Beckham Academy,51.49888841,0.009116704714,London,Soccer Field
Ealing Central Sports Ground,51.53707299,-0.3295220094,London,Soccer Field
Wanstead Flats Playing Fields,51.56226658,0.02086805537,London,Soccer Field
Elite Colts FC,51.589454,0.185435,London,Soccer Field
Bow Lane Recreation Park,51.60374217,-0.1781509667,London,Soccer Field
Welling United Football Club,51.46005944,0.1232689949,London,Soccer Field
Goals Elmers End,51.39872146,-0.04975461002,London,Soccer Field
The London Soccerdome,51.49886782,0.009116620909,London,Soccer Field
Loyola Hall - Old Ignatians FC,51.674871,-0.056771,London,Soccer Field
King's House Sports Ground,51.47649829,-0.2538073737,London,Soccer Field
Warren Farm,51.49342337,-0.3576786982,London,Soccer Field
Powerleague Docklands,51.495085,-0.01516120128,London,Soccer Field
Heathrow Club Youth FC,51.53407353,-0.4223535838,London,Soccer Field
Hayes RFC,51.53384507,-0.4168742895,London,Soccer Field
AFC Hayes,51.53477756,-0.4147446156,London,Soccer Field
North Greenford United FC,51.54766944,-0.3388059139,London,Soccer Field
Ilford FC,51.56006409,0.09122729301,London,Soccer Field
Thamesmead Town FC,51.50498951,0.1296579838,London,Soccer Field
Redbridge FC,51.58529656,0.08940339088,London,Soccer Field
Chessington & Hook United FC,51.35027593,-0.3099024296,London,Soccer Field
Hanworth Villa FC,51.43296918,-0.3965485096,London,Soccer Field
Bedfont Sports FC,51.46055832,-0.4271256924,London,Soccer Field
CB Hounslow United FC,51.50149003,-0.3585040569,London,Soccer Field
Genesis Football Club,51.39337898,-0.1079619279,London,Soccer Field
Chiswick Sports Ground,51.51920696,-0.2768726598,London,Soccer Field
KAFC,51.44150673,-0.3212333671,London,Soccer Field
Power League,51.55784559,-0.2802616776,London,Soccer Field
Meridian Sports,51.47912949,0.04761807539,London,Soccer Field
St George's Playing Fields,51.65792422,-0.06161883708,London,Soccer Field
Power League,51.60046664,0.1068592072,London,Soccer Field
Foots Cray Rugby Club,51.44301306,0.06666567335,London,Soccer Field
Power League Fairlop,51.57717327,0.08526043742,London,Soccer Field
"Brentford training ground, Jersey Road",51.483578,-0.36082,London,Soccer Field
Impereal College Teddington Sports Ground,51.42835729,-0.3236737449,London,Soccer Field
Swift Road Sports Centre,51.502835,-0.375396,London,Soccer Field
Seven Acre Sports,51.49102892,0.1022736332,London,Soccer Field
Tir Chonnaill Gaels,51.54711797,-0.3374600197,London,Soccer Field
Catford And Cyphers Cricket Club,51.43554018,-0.03056224866,London,Soccer Field
St. Benedicts RFC Playing Grounds,51.5312864,-0.3272682498,London,Soccer Field
Polytechnic Stadium,51.47694723,-0.2672981166,London,Soccer Field
Elite Colts FC,51.570243,0.256892,London,Soccer Field
Segas Ground,51.423066,-0.026978,London,Soccer Field
Dinton Fields,51.42186734,-0.2923415571,London,Soccer Field
"Egbertians FC, Peter May Sports Center",51.60234304,-0.007771387486,London,Soccer Field
Whetstone Wanderers FC,51.61740919,-0.1915194202,London,Soccer Field
Old Spotted Dog,51.54230494,0.02158641815,London,Soccer Field
Cheam Sports Club,51.36302567,-0.1953961998,London,Soccer Field
RadioMarathon Centre,51.67377184,-0.05914503471,London,Soccer Field
Barnet Fc,51.6105489,-0.1377587193,London,Soccer Field
Sheen Lions FC,51.45829886,-0.2600455284,London,Soccer Field
Enfield Town FC,51.65858133,-0.06415603296,London,Soccer Field
Firs Farm OWFC,51.625516,-0.087869,London,Soccer Field
Barking Fc,51.54675855,0.1133957332,London,Soccer Field
Metrogas,51.44290482,0.08079253361,London,Soccer Field
Albany School Football Pitch,51.66506609,-0.03303892687,London,Soccer Field
Fullers Griffin Brewery Sports Ground,51.48739301,-0.2584599289,London,Soccer Field
Bexleyheath Sports & Social Club,51.45806882,0.1175854804,London,Soccer Field
Brightlands,51.44117777,-0.08678467875,London,Soccer Field
Kingston Playing Fields,51.51507255,-0.4582127249,London,Soccer Field
Whetstone Lynx FC,51.63248121,-0.1431971819,London,Soccer Field
Norsemen FC,51.63002349,-0.07688892684,London,Soccer Field
little kickers football training,51.36215,0.07699,London,Soccer Field
Purley Way Playing Fields,51.3563392,-0.1109184576,London,Soccer Field
The Pavillon,51.445894,0.063698,London,Soccer Field
Old Westminster Citizens FC,51.403101,-0.148036,London,Soccer Field
The Old Isleworthians’ Memorial Ground,51.47764105,-0.3344392776,London,Soccer Field
Enfield town football club,51.65871536,-0.06345039529,London,Soccer Field
Fifa ball park,51.53458717,-0.4475758142,London,Soccer Field
Churchfield Recreational,51.35851912,-0.3022651189,London,Soccer Field
Fulham FC Traing Ground,51.40334702,-0.248615697,London,Soccer Field
Samuel Montague,51.46722009,0.03964334622,London,Soccer Field
Rosendale Road Football Pitches,51.442609,-0.096513,London,Soccer Field
tottenham commnity sports centre,51.64263916,-0.1601438969,London,Soccer Field
tottenham commmity sports centre,51.64255524,-0.1602156609,London,Soccer Field
Wilf Slack,51.59682704,-0.1912224225,London,Soccer Field
hillingdon youth fc,51.54301834,-0.4394133985,London,Soccer Field
Westway Football Pitches (Westway Sports Centre),51.51570057,-0.2187148074,London,Soccer Field
Powerleague Wembley,51.55380172,-0.2608823403,London,Soccer Field
Catford Soccer,51.41771977,0.0006649446295,London,Soccer Field
Kodak Football Club,51.59737067,-0.3349848472,London,Soccer Field
Beckenham Football Club,51.39202115,-0.02880289227,London,Soccer Field
Foots Cray Lions JFC,51.41279955,0.1249182471,London,Soccer Field
Bixley Field,51.4982,-0.3742,London,Soccer Field
Latymer Upper School playing fields,51.51891142,-0.2280036704,London,Soccer Field
Woodside Park Sports Club,51.62929133,-0.1816926357,London,Soccer Field
Wibbandune Sports Ground,51.4236424,-0.2536897573,London,Soccer Field
Brunel Astro Turf Pitch (Sport Park),51.530409,-0.46483,London,Soccer Field
Prince George's Playing Fields,51.40220945,-0.2258227873,London,Soccer Field
St Pauls Way Practice,51.518967,-0.025509,London,Soccer Field
AC Finchley North,51.621303,-0.189654,London,Soccer Field
Peckham Town Football Club,51.443214,-0.077568,London,Soccer Field
Grays Athletic FC,51.564841,0.161196,London,Soccer Field
LPOSSA Club,51.55865599,-0.3336138755,London,Soccer Field
tailgate,51.55780029,-0.2786951959,London,Soccer Field
open acadamey,51.64273453,-0.160949707,London,Soccer Field
Stoke Newington (youth) F.C,51.563037,-0.086985,London,Soccer Field
paxton road paid matchday ticket collection,51.604531,-0.065748,London,Soccer Field
Football Fantasy Field,51.56244143,0.03991663747,London,Soccer Field
Civil Service Football Club,51.478378,-0.256744,London,Soccer Field
Wolves FC @ Home,51.38489976,-0.1927756231,London,Soccer Field
Skills Academy,51.372605,0.124429,London,Soccer Field
Brentford Football Club Training Ground & Academy,51.48140596,-0.3603026204,London,Soccer Field
Exec Box 112,51.602792,-0.066819,London,Soccer Field
Harrow St Marys,51.58363579,-0.3441154075,London,Soccer Field
Tottenham Centenary Club,51.60330629,-0.06768986807,London,Soccer Field
Exec box Number 97,51.60403653,-0.06582646744,London,Soccer Field
Hadley Wood & Wingate FC,51.66949038,-0.1769398266,London,Soccer Field
Bigside,51.488155,-0.236087,London,Soccer Field
Erith and Belverdere Fc,51.46088457,0.1171830037,London,Soccer Field
Alearga Futui Dumnezeii Masii,51.53751,0.019602,London,Soccer Field
AFC Wembley,51.5680588,-0.2981341867,London,Soccer Field
Winchmore Hill Football Club,51.63287338,-0.08988377171,London,Soccer Field
Upper Tier Away End Row 3 Seat 238,51.61224431,-0.07685143434,London,Soccer Field
Ickenham v Hayes  and Yeading Utd,51.55667496,-0.4382666647,London,Soccer Field
Redbull Arena,51.417936,0.000451,London,Soccer Field
Kiddikicks,51.44470504,-0.3181168987,London,Soccer Field
greenford,51.44027461,-0.4142980266,London,Soccer Field
Chalky Lane,51.35017448,-0.3105028509,London,Soccer Field
Soham road Training Ground,51.670558,-0.023449,London,Soccer Field
Old Cholmeleians Sports Ground,51.64014816,-0.227759406,London,Soccer Field
Harefield United,51.60993779,-0.4529919295,London,Soccer Field
Parkfield Youth FC,51.60933147,-0.3566574173,London,Soccer Field
power league newham,51.525128,0.077907,London,Soccer Field
Fairlop Powerleague,51.59195415,0.0900037595,London,Soccer Field
Crystall Pavilion,51.606472,-0.052544,London,Soccer Field
leyton orient Stadium,51.55700302,-0.01095240004,London,Soccer Field
Lewisham Sports Consortium,51.4332428,-0.02744339965,London,Soccer Field
Brondesbury Cricket Club,51.557985,-0.206867,London,Soccer Field
Foresters Sports Pavilion,51.3558204,-0.1346934902,London,Soccer Field
Real Dagenham FC,51.573236,0.152597,London,Soccer Field
Green St. Blues FC,51.37433476,0.1153597703,London,Soccer Field
Tottenhall Recreation Ground,51.611649,-0.095399,London,Soccer Field
Norseman,51.62982,-0.07306,London,Soccer Field
The Fortress - Civil Service FC,51.476705,-0.253772,London,Soccer Field
Cray Valley PM FC,51.451022,0.035694,London,Soccer Field
Whitton Sports And Fitness Centre,51.442411,-0.364281,London,Soccer Field
Old Wilsonians FC,51.378544,-0.000896,London,Soccer Field
Underhill Stadium,51.64619947,-0.1917457581,London,Soccer Stadium
Craven Cottage,51.474634,-0.2208423615,London,Soccer Stadium
Loftus Road Stadium,51.50927666,-0.2322149277,London,Soccer Stadium
Boleyn Ground (Upton Park),51.53190108,0.03940701485,London,Soccer Stadium
Tooting & Mitcham United FC,51.39372379,-0.1742003966,London,Soccer Stadium
The New Den,51.48611321,-0.05106925964,London,Soccer Stadium
Stamford Bridge,51.48173201,-0.1910081506,London,Soccer Stadium
Griffin Park,51.48810408,-0.3024888039,London,Soccer Stadium
The London Borough of Barking & Dagenham Stadium,51.54759145,0.1602478173,London,Soccer Stadium
Goals Beckenham,51.398476,-0.050003,London,Soccer Stadium
Edmonton Rangers FC,51.61961075,-0.06044051748,London,Soccer Stadium
Sutton United FC,51.36835106,-0.2054357529,London,Soccer Stadium
Ruislip Town FC,51.56154481,-0.419883728,London,Soccer Stadium
Hayes And Yeading Football Club,51.51504565,-0.4220724106,London,Soccer Stadium
Wasps FC Training Ground,51.50970402,-0.2799367905,London,Soccer Stadium
Goals,51.5327186,0.1330230887,London,Soccer Stadium
The Pavilion,51.54016596,-0.2639586687,London,Soccer Stadium
LSE Sportsground,51.3950161,-0.2717329775,London,Soccer Stadium
Wingate & Finchley FC,51.60692751,-0.1705052096,London,Soccer Stadium
Goals Soccer Centres,51.40592304,-0.2422973521,London,Soccer Stadium
Highbury Stadium,51.55810774,-0.1025362971,London,Soccer Stadium
Bromley Town FC,51.40630587,0.002627338424,London,Soccer Stadium
Bromley Football Club,51.39015499,0.02094268799,London,Soccer Stadium
"The Hive, Brentford FC",51.48821097,-0.3027033806,London,Soccer Stadium
Dulwich Hamlet FC,51.46163666,-0.08389978587,London,Soccer Stadium
Hampton & Richmond Borough Football Club,51.41458869,-0.3636217117,London,Soccer Stadium
The Cherry Red Records Stadium,51.40508227,-0.2819430828,London,Soccer Stadium
FA Club,51.55658895,-0.2796178594,London,Soccer Stadium
Northwood Football Club,51.60174116,-0.4139785468,London,Soccer Stadium
Eltham Town Football Club,51.44335076,0.06333701678,London,Soccer Stadium
Petts Wood FC Football Club,51.37351291,0.02515804957,London,Soccer Stadium
John Roan Club,51.45552456,0.02583503723,London,Soccer Stadium
The Shed End,51.48119581,-0.1902866364,London,Soccer Stadium
Wilcountians Sports Club,51.32992786,-0.1694726944,London,Soccer Stadium
Epsom Casuals FC,51.384877,-0.289218,London,Soccer Stadium
City Of London School Playing Fields ( Grove Park),51.43753595,0.03165775396,London,Soccer Stadium
Corinthian-Casuals FC,51.372715,-0.286995,London,Soccer Stadium
The Keith Tuckey Stadium,51.39327472,-0.127158165,London,Soccer Stadium
Coney Hall Football Club,51.37744901,0.0103655149,London,Soccer Stadium
Diamond Club,51.5550546,-0.1095414162,London,Soccer Stadium
Riverside Stand,51.55815194,0.2350170131,London,Soccer Stadium
Mathew Harding End,51.48223813,-0.1914453506,London,Soccer Stadium
Bedfont Town FC,51.46208294,-0.4265070592,London,Soccer Stadium
west ham community,51.51955176,0.05834360013,London,Soccer Stadium
Lotus Road,51.51744878,-0.2521482216,London,Soccer Stadium
Whitehorse Lane Row K,51.39848,-0.085568,London,Soccer Stadium
Old Ignatians FC - Loyola Hall,51.674871,-0.056771,London,Soccer Stadium
Sandgate FC,51.502,-0.446221,London,Soccer Stadium
Uxbridge Football Club,51.51312011,-0.4579594965,London,Soccer Stadium
"South Africa Road, London W12 7PJ",51.53130954,-0.2329097876,London,Soccer Stadium
West Boxholders Lounge,51.603494,-0.067455,London,Soccer Stadium
Whitbread Sports Ground,51.59080695,0.02720433027,London,Soccer Stadium
Old Coulsdon Colts FC,51.30109146,-0.1246572853,London,Soccer Stadium
Corinthian Casuals Football Club,51.37276032,-0.2874250841,London,Soccer Stadium
